Player,Team,GP,W,L,MIN,PassesMade,PassesReceived,AST,SecondaryAST,PotentialAST,AST PTSCreated...13,ASTAdj,AST ToPass%,AST ToPass% Adj,game_date
Joe Ingles,UTA,1,0,1,0.2,2,0,0,0,1,0,0,0,0,12%2F11%2F2015
Joffrey Lauvergne,DEN,1,1,0,13.7,22,19,0,0,3,0,0,0,0,12%2F11%2F2015
John Henson,MIL,1,0,1,15,14,11,0,0,4,0,0,0,0,12%2F11%2F2015
John Wall,WAS,1,0,1,36.6,74,82,12,1,24,27,13,16.2,17.6,12%2F11%2F2015
Johnny O'Bryant III,MIL,1,0,1,14.3,16,11,0,0,1,0,0,0,0,12%2F11%2F2015
Jon Leuer,PHX,1,0,1,27.9,39,28,0,0,4,2,1,0,2.6,12%2F11%2F2015
Jonas Jerebko,BOS,1,0,1,1.8,1,0,0,0,0,0,0,0,0,12%2F11%2F2015
Jonathon Simmons,SAS,1,1,0,18.9,15,17,1,0,2,2,1,6.7,6.7,12%2F11%2F2015
Jordan Hill,IND,1,1,0,12,16,15,0,0,1,0,0,0,0,12%2F11%2F2015
Josh Richardson,MIA,1,0,1,8.8,6,5,0,0,2,0,0,0,0,12%2F11%2F2015
Jrue Holiday,NOP,1,1,0,26.7,49,54,6,1,12,14,8,12.2,16.3,12%2F11%2F2015
Julius Randle,LAL,1,0,1,20.4,25,22,0,0,3,0,0,0,0,12%2F11%2F2015
Justise Winslow,MIA,1,0,1,29,22,15,0,0,0,0,0,0,0,12%2F11%2F2015
Karl-Anthony Towns,MIN,1,0,1,31.5,23,20,1,0,1,2,1,4.3,4.3,12%2F11%2F2015
Kawhi Leonard,SAS,1,1,0,25,33,29,2,2,3,6,5,6.1,15.2,12%2F11%2F2015
Kelly Olynyk,BOS,1,0,1,37.1,52,47,3,0,7,7,3,5.8,5.8,12%2F11%2F2015
Kelly Oubre Jr.,WAS,1,0,1,7.8,4,4,1,0,1,2,1,25,25,12%2F11%2F2015
Kemba Walker,CHA,1,1,0,35.3,63,83,6,0,17,19,7,9.5,11.1,12%2F11%2F2015
Kendall Marshall,PHI,1,0,1,16.4,34,40,6,0,9,14,6,17.6,17.6,12%2F11%2F2015
Kenneth Faried,DEN,1,1,0,37.6,36,23,0,0,0,0,0,0,0,12%2F11%2F2015
Kentavious Caldwell-Pope,DET,1,1,0,35.8,25,26,2,0,5,5,3,8,12,12%2F11%2F2015
Kevin Durant,OKC,1,1,0,37.4,40,50,3,0,8,7,4,7.5,10,12%2F11%2F2015
Kevin Garnett,MIN,1,0,1,11.5,23,7,0,0,0,0,0,0,0,12%2F11%2F2015
Kevin Love,CLE,1,1,0,27.9,52,34,6,0,11,19,9,11.5,17.3,12%2F11%2F2015
Kevin Martin,SAS,1,0,1,40.7,28,43,3,2,5,6,5,10.7,17.9,12%2F11%2F2015
Khris Middleton,MIL,1,0,1,42.8,46,61,3,3,7,6,6,6.5,13,12%2F11%2F2015
Kobe Bryant,LAL,1,0,1,29,26,32,4,0,5,11,4,15.4,15.4,12%2F11%2F2015
Kyle Anderson,SAS,1,1,0,21,30,31,3,2,3,8,5,10,16.7,12%2F11%2F2015
Kyle Lowry,TOR,1,1,0,35.3,60,68,5,0,7,11,5,8.3,8.3,12%2F11%2F2015
LaMarcus Aldridge,SAS,1,1,0,27,26,33,3,0,4,7,3,11.5,11.5,12%2F11%2F2015
Larry Nance Jr.,LAL,1,0,1,18.6,21,10,0,0,1,0,0,0,0,12%2F11%2F2015
Lavoy Allen,IND,1,1,0,11.7,15,10,0,0,1,3,1,0,6.7,12%2F11%2F2015
LeBron James,CLE,1,1,0,29.4,42,51,8,1,9,19,9,19,21.4,12%2F11%2F2015
Leandro Barbosa,GSW,1,1,0,16.7,9,14,1,1,4,3,3,11.1,33.3,12%2F11%2F2015
Lou Williams,LAL,1,0,1,33.8,33,44,1,0,8,3,1,3,3,12%2F11%2F2015
Luis Scola,TOR,1,1,0,29.9,45,38,2,0,4,5,2,4.4,4.4,12%2F11%2F2015
Luol Deng,MIA,1,0,1,34,24,21,1,0,1,3,1,4.2,4.2,12%2F11%2F2015
Manu Ginobili,SAS,1,1,0,5.4,11,11,4,1,5,10,5,36.4,45.5,12%2F11%2F2015
Marc Gasol,MEM,1,0,1,37.3,59,52,5,0,10,14,7,8.5,11.9,12%2F11%2F2015
Marcelo Huertas,LAL,1,0,1,20.4,34,35,5,1,5,11,6,14.7,17.6,12%2F11%2F2015
Marcin Gortat,WAS,1,0,1,31.3,26,25,2,0,3,5,2,7.7,7.7,12%2F11%2F2015
Marcus Morris Sr.,DET,1,1,0,34,39,26,4,1,5,7,4,10.3,10.3,12%2F11%2F2015
Mario Chalmers,MIA,1,0,1,12.5,26,28,2,1,3,6,4,7.7,15.4,12%2F11%2F2015
Mario Hezonja,ORL,1,0,1,20.6,31,33,1,0,6,5,3,3.2,9.7,12%2F11%2F2015
Marreese Speights,GSW,1,1,0,6.6,9,10,2,0,2,4,2,22.2,22.2,12%2F11%2F2015
Marvin Williams,CHA,1,1,0,30.7,45,29,0,0,3,0,0,0,0,12%2F11%2F2015
Mason Plumlee,POR,1,1,0,26.7,30,26,4,0,6,10,4,13.3,13.3,12%2F11%2F2015
Matt Barnes,MEM,1,0,1,24.8,28,20,1,0,2,2,1,3.6,3.6,12%2F11%2F2015
Matthew Dellavedova,CLE,1,1,0,24.1,50,55,6,2,8,11,7,12,14,12%2F11%2F2015
Maurice Harkless,POR,1,1,0,5.8,4,3,1,0,1,2,1,25,25,12%2F11%2F2015
Meyers Leonard,POR,1,1,0,17,22,23,2,0,4,5,2,9.1,9.1,12%2F11%2F2015
Michael Carter-Williams,MIL,1,0,1,27.5,59,61,6,0,9,12,5,10.2,8.5,12%2F11%2F2015
Mike Conley,MEM,1,0,1,30.4,69,79,4,2,8,9,6,5.8,8.7,12%2F11%2F2015
Mike Miller,DEN,1,1,0,14.9,17,9,0,1,0,0,1,0,5.9,12%2F11%2F2015
Mirza Teletovic,PHX,1,0,1,24.9,25,25,2,0,3,4,2,8,8,12%2F11%2F2015
Mo Williams,CLE,1,1,0,23.9,54,55,4,0,9,12,4,7.4,7.4,12%2F11%2F2015
Monta Ellis,IND,1,1,0,36.1,50,55,6,1,10,14,8,12,16,12%2F11%2F2015
Nemanja Bjelica,MIN,1,0,1,12.6,24,13,2,0,3,6,2,8.3,8.3,12%2F11%2F2015
Nerlens Noel,PHI,1,0,1,29.1,31,24,1,0,3,2,1,3.2,3.2,12%2F11%2F2015
Nick Collison,OKC,1,1,0,15,14,9,0,0,4,0,0,0,0,12%2F11%2F2015
Nick Young,LAL,1,0,1,19,13,14,0,0,2,0,0,0,0,12%2F11%2F2015
Nicolas Batum,CHA,1,1,0,30.3,39,36,2,0,7,7,3,5.1,7.7,12%2F11%2F2015
Nik Stauskas,PHI,1,0,1,22.1,23,26,1,0,5,4,2,4.3,8.7,12%2F11%2F2015
Nikola Jokic,DEN,1,1,0,24.5,31,29,4,0,4,11,4,12.9,12.9,12%2F11%2F2015
Nikola Vucevic,ORL,1,0,1,21.8,26,25,3,0,6,7,3,11.5,11.5,12%2F11%2F2015
Noah Vonleh,POR,1,1,0,16.9,18,8,1,0,4,2,1,5.6,5.6,12%2F11%2F2015
Norris Cole,NOP,1,1,0,20.9,29,29,2,0,3,5,2,6.9,6.9,12%2F11%2F2015
O.J. Mayo,MIL,1,0,1,34.7,54,58,4,0,5,8,5,7.4,9.3,12%2F11%2F2015
Omer Asik,NOP,1,1,0,8.8,11,6,0,0,0,0,0,0,0,12%2F11%2F2015
Otto Porter Jr.,WAS,1,0,1,33.8,32,27,2,0,3,0,0,6.3,0,12%2F11%2F2015
P.J. Tucker,PHX,1,0,1,22.3,20,15,2,0,4,5,2,10,10,12%2F11%2F2015
PJ Hairston,MEM,1,1,0,17.6,13,11,3,0,4,8,3,23.1,23.1,12%2F11%2F2015
Patrick Patterson,TOR,1,1,0,32.2,40,27,2,0,3,8,3,5,7.5,12%2F11%2F2015
Patty Mills,SAS,1,1,0,21.7,33,43,3,0,7,7,3,9.1,9.1,12%2F11%2F2015
Paul George,IND,1,1,0,37,51,53,3,2,8,8,6,5.9,11.8,12%2F11%2F2015
Ramon Sessions,WAS,1,0,1,25.7,36,43,2,1,4,5,3,5.6,8.3,12%2F11%2F2015
Randy Foye,OKC,1,1,0,3.1,4,5,1,0,1,3,1,25,25,12%2F11%2F2015
Rashad Vaughn,MIL,1,0,1,5.2,3,5,0,0,1,0,0,0,0,12%2F11%2F2015
Rasual Butler,SAS,1,1,0,10.4,7,8,0,0,0,0,0,0,0,12%2F11%2F2015
Raul Neto,UTA,1,0,1,10.1,18,19,0,0,2,0,0,0,0,12%2F11%2F2015
Ray McCallum,SAS,1,1,0,23.5,50,53,5,2,8,9,6,10,12,12%2F11%2F2015
Reggie Bullock,DET,1,1,0,1.9,1,1,0,0,0,0,0,0,0,12%2F11%2F2015
Reggie Jackson,DET,1,1,0,30.5,43,58,4,1,11,11,5,9.3,11.6,12%2F11%2F2015
Richard Jefferson,CLE,1,1,0,12.7,17,14,0,0,2,2,1,0,5.9,12%2F11%2F2015
Richaun Holmes,PHI,1,0,1,3.3,5,4,1,0,0,2,1,20,20,12%2F11%2F2015
Ricky Rubio,MIN,1,0,1,30.1,59,63,7,0,16,18,9,11.9,15.3,12%2F11%2F2015
Robert Covington,PHI,1,0,1,33.7,36,35,2,1,3,4,3,5.6,8.3,12%2F11%2F2015
Robert Sacre,LAL,1,0,1,12.4,17,15,2,0,3,4,2,11.8,11.8,12%2F11%2F2015
Rodney Hood,UTA,1,0,1,33.3,40,45,1,0,3,3,1,2.5,2.5,12%2F11%2F2015
Rodney Stuckey,IND,1,1,0,28.6,36,40,2,1,7,7,4,5.6,11.1,12%2F11%2F2015
Ronnie Price,PHX,1,0,1,21.3,20,21,0,0,3,1,1,0,5,12%2F11%2F2015
Roy Hibbert,LAL,1,0,1,30.1,25,19,1,0,2,2,1,4,4,12%2F11%2F2015
Russ Smith,MEM,1,0,1,7.4,14,14,3,1,6,8,4,21.4,28.6,12%2F11%2F2015
Russell Westbrook,OKC,1,1,0,35,55,69,7,1,18,15,9,12.7,16.4,12%2F11%2F2015
Ryan Hollins,MEM,1,0,1,5.2,7,5,0,0,0,0,0,0,0,12%2F11%2F2015
Ryan Kelly,LAL,1,0,1,9,16,7,1,0,1,2,1,6.3,6.3,12%2F11%2F2015
Sasha Kaun,CLE,1,1,0,6.1,3,3,0,0,0,0,0,0,0,12%2F11%2F2015
Serge Ibaka,OKC,1,1,0,30.4,27,32,1,0,2,3,1,3.7,3.7,12%2F11%2F2015
Shabazz Muhammad,MIN,1,0,1,16.1,7,10,0,0,2,1,1,0,14.3,12%2F11%2F2015
Shabazz Napier,ORL,1,0,1,19.5,32,39,5,0,7,13,5,15.6,15.6,12%2F11%2F2015
Shaun Livingston,GSW,1,1,0,34.8,55,54,3,0,11,9,4,5.5,7.3,12%2F11%2F2015
Spencer Hawes,CHA,1,1,0,16.7,14,18,1,0,2,2,1,7.1,7.1,12%2F11%2F2015
Stanley Johnson,DET,1,1,0,15.5,12,12,0,0,2,2,1,0,8.3,12%2F11%2F2015
Stephen Curry,GSW,1,1,0,46.9,82,101,8,0,19,18,9,9.8,11,12%2F11%2F2015
Steve Blake,DET,1,1,0,17.5,35,41,4,0,8,11,5,11.4,14.3,12%2F11%2F2015
Steven Adams,OKC,1,1,0,24.1,30,11,0,0,0,0,0,0,0,12%2F11%2F2015
T.J. McConnell,PHI,1,0,1,24.9,62,61,7,0,13,22,10,11.3,16.1,12%2F11%2F2015
T.J. Warren,PHX,1,0,1,14.7,7,7,0,0,0,0,0,0,0,12%2F11%2F2015
Tayshaun Prince,MIN,1,0,1,33.6,32,16,2,1,2,5,3,6.3,9.4,12%2F11%2F2015
Terrence Ross,TOR,1,1,0,30.9,16,21,3,0,5,8,3,18.8,18.8,12%2F11%2F2015
Tim Duncan,SAS,1,1,0,20.3,26,21,2,0,6,4,3,7.7,11.5,12%2F11%2F2015
Timofey Mozgov,CLE,1,1,0,19.7,19,26,1,0,1,2,1,5.3,5.3,12%2F11%2F2015
Tobias Harris,DET,1,0,1,16.6,17,19,0,0,2,0,0,0,0,12%2F11%2F2015
Tony Allen,MEM,1,0,1,29.9,20,20,1,0,2,5,2,5,10,12%2F11%2F2015
Trevor Booker,UTA,1,0,1,24.1,34,21,2,0,5,7,3,5.9,8.8,12%2F11%2F2015
Trey Burke,UTA,1,0,1,29.9,47,62,4,0,10,12,6,8.5,12.8,12%2F11%2F2015
Trey Lyles,UTA,1,0,1,24,32,19,1,0,2,3,1,3.1,3.1,12%2F11%2F2015
Tristan Thompson,CLE,1,1,0,19.7,20,10,0,0,0,0,0,0,0,12%2F11%2F2015
Troy Daniels,CHA,1,1,0,3.5,3,6,0,0,0,0,0,0,0,12%2F11%2F2015
Tyler Hansbrough,CHA,1,1,0,6.3,3,3,1,0,1,2,1,33.3,33.3,12%2F11%2F2015
Tyreke Evans,NOP,1,1,0,33.6,63,79,4,0,10,13,6,6.3,9.5,12%2F11%2F2015
Victor Oladipo,ORL,1,0,1,19.1,29,39,1,0,6,3,1,3.4,3.4,12%2F11%2F2015
Will Barton,DEN,1,1,0,34.6,33,28,3,0,8,7,5,9.1,15.2,12%2F11%2F2015
Zach LaVine,MIN,1,0,1,24.9,43,52,5,1,6,12,6,11.6,14,12%2F11%2F2015
Zach Randolph,MEM,1,0,1,29.2,29,25,1,0,4,2,1,3.4,3.4,12%2F11%2F2015
Aaron Brooks,CHI,1,1,0,18.9,31,41,3,0,6,11,4,9.7,12.9,12%2F12%2F2015
Al Horford,ATL,1,0,1,25.9,46,33,3,0,6,7,3,6.5,6.5,12%2F12%2F2015
Al-Farouq Aminu,POR,1,0,1,32.1,21,19,1,0,1,2,1,4.8,4.8,12%2F12%2F2015
Alexis Ajinca,NOP,1,0,1,26.1,34,21,2,0,2,4,2,5.9,5.9,12%2F12%2F2015
Allen Crabbe,POR,1,0,1,27.2,24,24,0,0,3,0,0,0,0,12%2F12%2F2015
Alonzo Gee,NOP,1,0,1,37.4,23,15,2,0,3,6,3,8.7,13,12%2F12%2F2015
Amir Johnson,BOS,1,1,0,29.8,50,37,3,1,7,7,4,6,8,12%2F12%2F2015
Andre Drummond,DET,1,1,0,28.3,15,16,1,0,3,2,1,6.7,6.7,12%2F12%2F2015
Andre Iguodala,GSW,1,0,1,27.6,43,36,5,1,12,12,7,11.6,16.3,12%2F12%2F2015
Andrea Bargnani,BKN,1,0,1,13.8,23,17,1,0,1,3,1,4.3,4.3,12%2F12%2F2015
Andrew Bogut,GSW,1,0,1,22,36,24,3,0,6,6,3,8.3,8.3,12%2F12%2F2015
Anthony Brown,LAL,1,0,1,2.8,3,5,0,0,0,0,0,0,0,12%2F12%2F2015
Anthony Davis,NOP,1,0,1,41.6,53,58,2,0,2,6,2,3.8,3.8,12%2F12%2F2015
Anthony Tolliver,DET,1,1,0,15.8,24,13,0,0,2,0,0,0,0,12%2F12%2F2015
Aron Baynes,DET,1,1,0,16.3,12,10,1,0,2,2,1,8.3,8.3,12%2F12%2F2015
Arron Afflalo,NYK,1,1,0,40.2,43,55,0,0,4,2,1,0,2.3,12%2F12%2F2015
Austin Rivers,LAC,1,1,0,17.2,35,33,1,1,4,3,2,2.9,5.7,12%2F12%2F2015
Avery Bradley,BOS,1,1,0,34.9,24,36,3,0,6,6,3,12.5,12.5,12%2F12%2F2015
Blake Griffin,LAC,1,1,0,34.6,65,62,4,0,10,12,5,6.2,7.7,12%2F12%2F2015
Bojan Bogdanovic,BKN,1,0,1,38.7,26,28,1,0,2,2,1,3.8,3.8,12%2F12%2F2015
Boris Diaw,SAS,1,1,0,13.9,25,18,2,0,6,6,3,8,12,12%2F12%2F2015
Brandon Rush,GSW,1,0,1,18.1,10,16,0,1,3,0,1,0,10,12%2F12%2F2015
Brook Lopez,BKN,1,0,1,31.6,35,25,0,0,7,2,1,0,2.9,12%2F12%2F2015
CJ McCollum,POR,1,0,1,35.3,52,68,1,4,10,6,8,1.9,15.4,12%2F12%2F2015
CJ Miles,IND,1,0,1,23.7,16,15,0,0,0,0,0,0,0,12%2F12%2F2015
Carmelo Anthony,NYK,1,1,0,38.5,46,62,2,0,5,5,2,4.3,4.3,12%2F12%2F2015
Chandler Parsons,DAL,1,0,1,23,28,35,0,0,3,0,0,0,0,12%2F12%2F2015
Charlie Villanueva,DAL,1,0,1,6.1,5,6,0,0,0,0,0,0,0,12%2F12%2F2015
Chase Budinger,PHX,1,0,1,14.8,10,17,2,0,3,4,2,20,20,12%2F12%2F2015
Chris Paul,LAC,1,1,0,31.3,72,85,14,1,22,33,16,19.4,22.2,12%2F12%2F2015
Clint Capela,HOU,1,1,0,24.5,21,12,1,1,1,2,2,4.8,9.5,12%2F12%2F2015
Cody Zeller,CHA,1,0,1,27.4,16,22,1,0,5,2,1,6.3,6.3,12%2F12%2F2015
Corey Brewer,HOU,1,1,0,17.1,19,15,4,0,4,10,4,21.1,21.1,12%2F12%2F2015
D'Angelo Russell,LAL,1,0,1,37.1,50,63,4,1,5,7,4,8,8,12%2F12%2F2015
Damian Lillard,POR,1,0,1,38.4,56,74,4,0,8,6,4,7.1,7.1,12%2F12%2F2015
Danny Green,SAS,1,1,0,21.1,26,33,2,1,3,6,4,7.7,15.4,12%2F12%2F2015
Dante Cunningham,NOP,1,0,1,17.4,10,4,0,0,0,0,0,0,0,12%2F12%2F2015
Darrun Hilliard,DET,1,1,0,3.4,4,8,0,0,1,0,0,0,0,12%2F12%2F2015
David Lee,DAL,1,1,0,17.9,35,34,3,0,6,6,3,8.6,8.6,12%2F12%2F2015
David West,SAS,1,1,0,11.5,18,10,1,0,3,2,1,5.6,5.6,12%2F12%2F2015
DeAndre Jordan,LAC,1,1,0,33.6,40,18,1,0,0,2,1,2.5,2.5,12%2F12%2F2015
DeJuan Blair,WAS,1,1,0,8.1,13,6,0,0,1,1,1,0,7.7,12%2F12%2F2015
Dennis Schroder,ATL,1,0,1,19.3,35,41,7,1,8,17,8,20,22.9,12%2F12%2F2015
Derrick Rose,CHI,1,1,0,28.7,44,55,3,1,7,7,4,6.8,9.1,12%2F12%2F2015
Derrick Williams,NYK,1,1,0,13.5,21,22,4,0,5,11,4,19,19,12%2F12%2F2015
Devin Harris,DAL,1,0,1,34,28,31,4,0,5,11,4,14.3,14.3,12%2F12%2F2015
Dirk Nowitzki,DAL,1,0,1,31.3,39,36,2,1,7,5,3,5.1,7.7,12%2F12%2F2015
Donald Sloan,BKN,1,0,1,6.4,10,12,0,0,1,0,0,0,0,12%2F12%2F2015
Donatas Motiejunas,HOU,1,1,0,14.7,14,18,1,0,2,2,1,7.1,7.1,12%2F12%2F2015
Doug McDermott,CHI,1,1,0,27.5,19,24,2,0,2,6,2,10.5,10.5,12%2F12%2F2015
Draymond Green,GSW,1,0,1,36.4,66,54,5,0,10,12,6,7.6,9.1,12%2F12%2F2015
Dwight Howard,HOU,1,1,0,33.3,45,23,2,0,3,5,2,4.4,4.4,12%2F12%2F2015
Dwight Powell,DAL,1,0,1,20.7,33,18,0,1,1,0,1,0,3,12%2F12%2F2015
Ed Davis,POR,1,0,1,20.2,18,5,0,0,0,2,1,0,5.6,12%2F12%2F2015
Edy Tavares,ATL,1,0,1,7.3,5,5,0,0,1,0,0,0,0,12%2F12%2F2015
Eric Gordon,NOP,1,0,1,34.3,26,42,2,1,6,5,3,7.7,11.5,12%2F12%2F2015
Ersan Ilyasova,ORL,1,1,0,28.8,33,23,1,0,1,2,1,3,3,12%2F12%2F2015
Evan Turner,BOS,1,1,0,28.3,41,47,3,1,6,6,4,7.3,9.8,12%2F12%2F2015
Festus Ezeli,GSW,1,0,1,20.5,16,14,0,0,1,0,0,0,0,12%2F12%2F2015
Frank Kaminsky,CHA,1,0,1,22.7,37,16,2,0,6,6,2,5.4,5.4,12%2F12%2F2015
Garrett Temple,WAS,1,1,0,28.1,21,23,4,0,5,8,4,19,19,12%2F12%2F2015
Gary Neal,WAS,1,1,0,21.8,16,25,0,0,2,0,0,0,0,12%2F12%2F2015
George Hill,IND,1,0,1,32.2,52,48,3,1,8,6,4,5.8,7.7,12%2F12%2F2015
Gerald Henderson,POR,1,0,1,7.3,5,9,1,0,1,3,1,20,20,12%2F12%2F2015
Giannis Antetokounmpo,MIL,1,1,0,43,65,53,8,2,11,18,11,12.3,16.9,12%2F12%2F2015
Glenn Robinson III,IND,1,0,1,11.8,9,10,0,0,2,1,1,0,11.1,12%2F12%2F2015
Greg Monroe,MIL,1,1,0,35.5,35,41,5,0,11,13,6,14.3,17.1,12%2F12%2F2015
Ian Clark,GSW,1,0,1,1,3,3,0,0,0,0,0,0,0,12%2F12%2F2015
Ian Mahinmi,IND,1,0,1,22.3,19,19,1,0,4,2,1,5.3,5.3,12%2F12%2F2015
Isaiah Thomas,BOS,1,1,0,38.5,87,96,13,4,26,35,18,14.9,20.7,12%2F12%2F2015
Ish Smith,PHI,1,0,1,13.2,20,17,2,0,6,8,4,10,20,12%2F12%2F2015
J.J. Barea,DAL,1,0,1,28.6,40,50,3,0,6,6,3,7.5,7.5,12%2F12%2F2015
JJ Redick,LAC,1,1,0,27.3,21,34,3,0,4,6,3,14.3,14.3,12%2F12%2F2015
Jabari Parker,MIL,1,1,0,28.5,36,25,1,0,3,3,1,2.8,2.8,12%2F12%2F2015
Jae Crowder,BOS,1,1,0,31.7,33,29,1,1,0,2,2,3,6.1,12%2F12%2F2015
Jamal Crawford,LAC,1,1,0,25.4,30,34,3,0,9,7,3,10,10,12%2F12%2F2015
James Harden,HOU,1,1,0,31.7,32,53,3,1,9,6,5,9.4,15.6,12%2F12%2F2015
James Michael McAdoo,GSW,1,0,1,1,4,1,0,0,0,0,0,0,0,12%2F12%2F2015
James Young,BOS,1,1,0,13.4,5,1,0,0,0,0,0,0,0,12%2F12%2F2015
Jared Dudley,WAS,1,1,0,33.3,47,27,2,1,5,6,4,4.3,8.5,12%2F12%2F2015
Jared Sullinger,BOS,1,1,0,17.1,29,21,0,0,3,0,0,0,0,12%2F12%2F2015
Jarrett Jack,BKN,1,0,1,37.2,74,78,11,0,18,25,11,14.9,14.9,12%2F12%2F2015
Jason Thompson,TOR,1,0,1,5.1,11,8,0,1,0,0,1,0,9.1,12%2F12%2F2015
Jeff Teague,ATL,1,0,1,23.7,38,44,3,0,5,6,3,7.9,7.9,12%2F12%2F2015
Jeremy Lamb,CHA,1,0,1,15.4,14,22,2,0,2,6,2,14.3,14.3,12%2F12%2F2015
Jeremy Lin,CHA,1,0,1,31.9,35,43,2,2,8,8,5,5.7,14.3,12%2F12%2F2015
Jimmy Butler,CHI,1,1,0,38.4,29,40,0,0,1,0,0,0,0,12%2F12%2F2015
Joakim Noah,CHI,1,1,0,29.6,59,41,2,1,6,4,3,3.4,5.1,12%2F12%2F2015
Joe Johnson,MIA,1,0,1,35.6,41,50,3,1,6,9,5,7.3,12.2,12%2F12%2F2015
Joel Anthony,DET,1,1,0,3.4,2,0,0,0,0,0,0,0,0,12%2F12%2F2015
John Henson,MIL,1,1,0,12.5,8,14,2,0,1,4,2,25,25,12%2F12%2F2015
John Wall,WAS,1,1,0,38.4,74,85,16,2,27,38,17,21.6,23,12%2F12%2F2015
Johnny O'Bryant III,MIL,1,1,0,14.4,18,14,2,0,3,4,2,11.1,11.1,12%2F12%2F2015
Jonas Jerebko,BOS,1,1,0,5.4,5,5,0,0,0,0,0,0,0,12%2F12%2F2015
Jonathon Simmons,SAS,1,1,0,19,25,30,2,1,5,5,3,8,12,12%2F12%2F2015
Jordan Hill,IND,1,0,1,25.8,39,30,3,0,4,7,3,7.7,7.7,12%2F12%2F2015
Jose Calderon,NYK,1,1,0,19.7,50,52,3,0,6,6,3,6,6,12%2F12%2F2015
Josh Smith,HOU,1,1,0,12.2,26,18,0,0,2,0,0,0,0,12%2F12%2F2015
Julius Randle,LAL,1,0,1,23,35,21,2,0,4,4,2,5.7,5.7,12%2F12%2F2015
Justin Holiday,CHI,1,0,1,7.3,4,4,0,0,1,0,0,0,0,12%2F12%2F2015
KJ McDaniels,HOU,1,1,0,2.8,3,4,0,0,0,0,0,0,0,12%2F12%2F2015
Kawhi Leonard,SAS,1,1,0,32.4,32,31,4,0,4,12,5,12.5,15.6,12%2F12%2F2015
Kelly Olynyk,BOS,1,1,0,23.1,32,35,0,0,5,0,0,0,0,12%2F12%2F2015
Kelly Oubre Jr.,WAS,1,1,0,9,8,8,0,0,1,0,0,0,0,12%2F12%2F2015
Kemba Walker,CHA,1,0,1,33.8,65,79,4,0,10,10,4,6.2,6.2,12%2F12%2F2015
Kendrick Perkins,NOP,1,0,1,0.8,0,1,0,0,0,0,0,0,0,12%2F12%2F2015
Kent Bazemore,ATL,1,0,1,24.6,31,31,1,0,5,2,1,3.2,3.2,12%2F12%2F2015
Kentavious Caldwell-Pope,DET,1,1,0,37.4,28,29,8,0,10,15,7,28.6,25,12%2F12%2F2015
Khris Middleton,MIL,1,1,0,38.4,43,49,5,0,8,11,5,11.6,11.6,12%2F12%2F2015
Kirk Hinrich,ATL,1,1,0,14.5,18,17,2,0,3,4,2,11.1,11.1,12%2F12%2F2015
Klay Thompson,GSW,1,0,1,30.5,14,29,3,0,3,6,3,21.4,21.4,12%2F12%2F2015
Kobe Bryant,LAL,1,0,1,31.2,34,42,6,0,14,11,5,17.6,14.7,12%2F12%2F2015
Kristaps Porzingis,NYK,1,1,0,19.2,38,29,0,0,1,0,0,0,0,12%2F12%2F2015
Kyle Anderson,SAS,1,1,0,5,7,6,0,0,0,0,0,0,0,12%2F12%2F2015
Kyle Korver,ATL,1,0,1,25.2,16,19,1,0,4,4,2,6.3,12.5,12%2F12%2F2015
Kyle O'Quinn,NYK,1,1,0,18.9,34,23,2,0,3,4,2,5.9,5.9,12%2F12%2F2015
LaMarcus Aldridge,SAS,1,1,0,27.4,40,38,1,1,4,3,2,2.5,5,12%2F12%2F2015
Lamar Patterson,ATL,1,0,1,16.9,14,12,1,0,2,3,1,7.1,7.1,12%2F12%2F2015
Lance Stephenson,MEM,1,1,0,11.6,9,10,2,0,3,4,2,22.2,22.2,12%2F12%2F2015
Lance Thomas,NYK,1,1,0,25,18,21,0,0,1,0,0,0,0,12%2F12%2F2015
Langston Galloway,NYK,1,1,0,30.4,53,58,3,0,8,9,4,5.7,7.5,12%2F12%2F2015
Larry Nance Jr.,LAL,1,0,1,25.1,30,16,1,0,2,5,2,3.3,6.7,12%2F12%2F2015
Lavoy Allen,IND,1,0,1,22.2,18,13,0,0,1,0,0,0,0,12%2F12%2F2015
Leandro Barbosa,GSW,1,0,1,12.8,15,22,0,0,1,0,0,0,0,12%2F12%2F2015
Lou Williams,LAL,1,0,1,28.5,25,32,3,1,7,7,4,12,16,12%2F12%2F2015
Luc Mbah a Moute,LAC,1,1,0,16.2,5,3,0,0,0,0,0,0,0,12%2F12%2F2015
Manu Ginobili,SAS,1,1,0,18.6,25,33,1,0,1,2,1,4,4,12%2F12%2F2015
Marcelo Huertas,LAL,1,0,1,17.1,36,33,4,0,12,10,4,11.1,11.1,12%2F12%2F2015
Marcin Gortat,WAS,1,1,0,32.1,32,22,2,1,4,5,3,6.3,9.4,12%2F12%2F2015
Marcus Morris Sr.,DET,1,1,0,29.8,24,25,0,0,5,6,2,0,8.3,12%2F12%2F2015
Marcus Thornton,WAS,1,1,0,16.5,18,30,3,2,5,6,5,16.7,27.8,12%2F12%2F2015
Markel Brown,BKN,1,0,1,17.5,16,19,0,0,2,0,0,0,0,12%2F12%2F2015
Marreese Speights,GSW,1,0,1,5.5,12,11,0,0,1,0,0,0,0,12%2F12%2F2015
Marvin Williams,CHA,1,0,1,28.8,46,24,1,0,1,0,0,2.2,0,12%2F12%2F2015
